"Fecha","Code","D","I","L","R","S","Total_I","Estado"
2020-01-31,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-01,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-02,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-03,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-04,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-05,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-06,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-07,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-08,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-09,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-10,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-11,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-12,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-13,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-14,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-15,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-16,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-17,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-18,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-19,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-20,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-21,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-22,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-23,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-24,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-25,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-26,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-27,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-28,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-02-29,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-03-01,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-03-02,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-03-03,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-03-04,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-03-05,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-03-06,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-03-07,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-03-08,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-03-09,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-03-10,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-03-11,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-03-12,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-03-13,"GUA",0,0,0,0,NA,0,"GUANAJUATO"
2020-03-14,"GUA",0,0,0,0,11,0,"GUANAJUATO"
2020-03-15,"GUA",0,0,0,0,13,0,"GUANAJUATO"
2020-03-16,"GUA",0,0,0,0,10,0,"GUANAJUATO"
2020-03-17,"GUA",0,1,0,0,12,1,"GUANAJUATO"
2020-03-18,"GUA",0,4,0,0,6,4,"GUANAJUATO"
2020-03-19,"GUA",0,4,0,0,15,4,"GUANAJUATO"
2020-03-20,"GUA",0,4,0,0,31,4,"GUANAJUATO"
2020-03-21,"GUA",0,4,0,0,34,4,"GUANAJUATO"
2020-03-22,"GUA",0,4,0,0,88,4,"GUANAJUATO"
2020-03-23,"GUA",0,7,0,NA,75,7,"GUANAJUATO"
2020-03-24,"GUA",0,12,0,NA,84,12,"GUANAJUATO"
2020-03-25,"GUA",0,19,0,NA,93,19,"GUANAJUATO"
2020-03-26,"GUA",0,21,2,NA,107,23,"GUANAJUATO"
2020-03-27,"GUA",0,24,7,NA,126,31,"GUANAJUATO"
2020-03-28,"GUA",0,26,11,NA,132,37,"GUANAJUATO"
2020-03-29,"GUA",0,26,11,NA,127,37,"GUANAJUATO"
2020-03-30,"GUA",0,29,14,NA,79,43,"GUANAJUATO"
2020-03-31,"GUA",0,30,16,NA,130,46,"GUANAJUATO"
2020-01-23,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-01-24,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-01-25,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-01-26,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-01-27,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-01-28,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-01-29,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-01-30,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-01-31,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-01,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-02,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-03,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-04,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-05,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-06,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-07,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-08,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-09,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-10,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-11,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-12,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-13,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-14,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-15,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-16,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-17,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-18,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-19,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-20,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-21,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-22,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-23,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-24,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-25,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-26,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-27,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-28,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-02-29,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-03-01,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-03-02,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-03-03,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-03-04,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-03-05,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-03-06,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-03-07,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-03-08,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-03-09,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-03-10,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-03-11,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-03-12,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-03-13,"HID",0,0,0,0,NA,0,"HIDALGO"
2020-03-14,"HID",0,0,0,0,1,0,"HIDALGO"
2020-03-15,"HID",0,0,0,0,0,0,"HIDALGO"
2020-03-16,"HID",0,0,0,0,1,0,"HIDALGO"
2020-03-17,"HID",0,0,0,0,1,0,"HIDALGO"
2020-03-18,"HID",0,0,0,0,5,0,"HIDALGO"
2020-03-19,"HID",0,2,0,0,7,2,"HIDALGO"
2020-03-20,"HID",0,2,0,0,8,2,"HIDALGO"
2020-03-21,"HID",0,3,0,0,31,3,"HIDALGO"
2020-03-22,"HID",0,4,1,0,13,5,"HIDALGO"
2020-03-23,"HID",0,4,3,NA,11,7,"HIDALGO"
2020-03-24,"HID",0,4,3,NA,17,7,"HIDALGO"
2020-03-25,"HID",0,4,3,NA,22,7,"HIDALGO"
2020-03-26,"HID",0,5,7,NA,24,12,"HIDALGO"
2020-03-27,"HID",0,5,7,NA,40,12,"HIDALGO"
2020-03-28,"HID",1,5,7,NA,43,12,"HIDALGO"
2020-03-29,"HID",2,8,9,NA,46,17,"HIDALGO"
2020-03-30,"HID",2,8,9,NA,52,17,"HIDALGO"
2020-03-31,"HID",3,8,11,NA,66,19,"HIDALGO"
2020-01-23,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-01-24,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-01-25,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-01-26,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-01-27,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-01-28,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-01-29,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-01-30,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-01-31,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-01,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-02,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-03,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-04,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-05,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-06,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-07,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-08,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-09,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-10,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-11,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-12,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-13,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-14,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-15,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-16,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-17,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-18,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-19,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-20,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-21,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-22,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-23,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-24,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-25,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-26,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-27,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-28,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-02-29,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-03-01,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-03-02,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-03-03,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-03-04,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-03-05,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-03-06,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-03-07,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-03-08,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-03-09,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-03-10,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-03-11,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-03-12,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-03-13,"JAL",0,0,0,0,NA,0,"JALISCO"
2020-03-14,"JAL",0,2,0,0,17,2,"JALISCO"
2020-03-15,"JAL",0,2,0,0,9,2,"JALISCO"
2020-03-16,"JAL",0,2,0,0,18,2,"JALISCO"
2020-03-17,"JAL",0,4,1,0,3,5,"JALISCO"
2020-03-18,"JAL",0,4,2,0,15,6,"JALISCO"
2020-03-19,"JAL",0,19,3,0,13,22,"JALISCO"
2020-03-20,"JAL",0,22,6,0,55,28,"JALISCO"
2020-03-21,"JAL",0,24,8,0,96,32,"JALISCO"
2020-03-22,"JAL",0,32,9,0,120,41,"JALISCO"
2020-03-23,"JAL",1,36,10,NA,142,46,"JALISCO"
2020-03-24,"JAL",1,36,10,NA,195,46,"JALISCO"
2020-03-25,"JAL",1,36,10,NA,232,46,"JALISCO"
2020-03-26,"JAL",2,48,16,NA,220,64,"JALISCO"
2020-03-27,"JAL",3,55,22,NA,212,77,"JALISCO"
2020-03-28,"JAL",3,56,26,NA,209,82,"JALISCO"
2020-03-29,"JAL",3,56,27,NA,227,83,"JALISCO"
2020-03-30,"JAL",3,57,33,NA,275,90,"JALISCO"
2020-03-31,"JAL",3,60,34,NA,377,94,"JALISCO"
2020-01-23,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-01-24,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-01-25,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-01-26,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-01-27,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-01-28,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-01-29,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-01-30,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-01-31,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-01,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-02,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-03,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-04,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-05,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-06,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-07,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-08,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-09,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-10,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-11,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-12,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-13,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-14,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-15,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-16,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-17,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-18,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-19,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-20,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-21,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-22,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-23,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-24,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-25,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-26,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-27,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-28,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-02-29,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-03-01,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-03-02,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-03-03,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-03-04,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-03-05,"MEX",0,0,0,0,NA,0,"MEXICO"
2020-03-06,"MEX",0,1,0,0,NA,1,"MEXICO"
2020-03-07,"MEX",0,1,0,0,NA,1,"MEXICO"
2020-03-08,"MEX",0,1,0,0,NA,1,"MEXICO"
2020-03-09,"MEX",0,1,0,0,NA,1,"MEXICO"
2020-03-10,"MEX",0,1,0,0,NA,1,"MEXICO"
2020-03-11,"MEX",0,2,0,0,NA,2,"MEXICO"
2020-03-12,"MEX",0,3,0,0,NA,3,"MEXICO"
2020-03-13,"MEX",0,3,0,0,NA,3,"MEXICO"
2020-03-14,"MEX",0,3,0,1,10,3,"MEXICO"
2020-03-15,"MEX",0,4,0,1,13,4,"MEXICO"
2020-03-16,"MEX",0,8,1,1,15,9,"MEXICO"
2020-03-17,"MEX",0,9,1,1,22,10,"MEXICO"
2020-03-18,"MEX",0,9,1,1,41,10,"MEXICO"
2020-03-19,"MEX",0,9,1,1,63,10,"MEXICO"
2020-03-20,"MEX",0,12,2,1,83,14,"MEXICO"
2020-03-21,"MEX",0,12,2,1,117,14,"MEXICO"
2020-03-22,"MEX",0,19,3,1,71,22,"MEXICO"
2020-03-23,"MEX",0,19,3,NA,83,22,"MEXICO"
2020-03-24,"MEX",0,19,3,NA,154,22,"MEXICO"
2020-03-25,"MEX",0,21,5,NA,228,26,"MEXICO"
2020-03-26,"MEX",0,23,23,NA,289,46,"MEXICO"
2020-03-27,"MEX",0,33,37,NA,266,70,"MEXICO"
2020-03-28,"MEX",0,36,49,NA,298,85,"MEXICO"
2020-03-29,"MEX",0,45,74,NA,311,119,"MEXICO"
2020-03-30,"MEX",1,48,88,NA,318,136,"MEXICO"
2020-03-31,"MEX",1,49,100,NA,371,149,"MEXICO"
2020-01-23,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-01-24,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-01-25,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-01-26,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-01-27,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-01-28,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-01-29,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-01-30,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-01-31,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-01,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-02,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-03,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-04,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-05,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-06,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-07,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-08,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-09,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-10,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-11,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-12,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-13,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-14,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-15,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-16,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-17,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-18,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-19,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-20,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-21,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-22,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-23,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-24,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-25,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-26,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-27,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-28,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-02-29,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-03-01,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-03-02,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-03-03,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-03-04,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-03-05,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-03-06,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-03-07,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-03-08,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-03-09,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-03-10,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-03-11,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-03-12,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-03-13,"MIC",0,0,0,0,NA,0,"MICHOACAN"
2020-03-14,"MIC",0,0,0,0,4,0,"MICHOACAN"
2020-03-15,"MIC",0,0,0,0,0,0,"MICHOACAN"
2020-03-16,"MIC",0,0,0,0,0,0,"MICHOACAN"
2020-03-17,"MIC",0,0,0,0,3,0,"MICHOACAN"
2020-03-18,"MIC",0,0,0,0,2,0,"MICHOACAN"
2020-03-19,"MIC",0,0,0,0,10,0,"MICHOACAN"
2020-03-20,"MIC",0,0,0,0,16,0,"MICHOACAN"
2020-03-21,"MIC",0,0,0,0,11,0,"MICHOACAN"
2020-03-22,"MIC",0,1,2,0,11,3,"MICHOACAN"
2020-03-23,"MIC",0,1,6,NA,10,7,"MICHOACAN"
2020-03-24,"MIC",0,2,6,NA,14,8,"MICHOACAN"
2020-03-25,"MIC",0,3,7,NA,24,10,"MICHOACAN"
2020-03-26,"MIC",0,3,8,NA,36,11,"MICHOACAN"
2020-03-27,"MIC",1,3,13,NA,41,16,"MICHOACAN"
2020-03-28,"MIC",1,3,14,NA,48,17,"MICHOACAN"
2020-03-29,"MIC",1,3,14,NA,63,17,"MICHOACAN"
2020-03-30,"MIC",1,3,14,NA,65,17,"MICHOACAN"
2020-03-31,"MIC",1,3,18,NA,70,21,"MICHOACAN"
2020-01-23,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-01-24,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-01-25,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-01-26,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-01-27,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-01-28,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-01-29,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-01-30,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-01-31,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-01,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-02,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-03,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-04,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-05,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-06,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-07,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-08,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-09,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-10,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-11,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-12,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-13,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-14,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-15,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-16,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-17,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-18,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-19,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-20,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-21,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-22,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-23,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-24,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-25,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-26,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-27,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-28,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-02-29,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-03-01,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-03-02,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-03-03,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-03-04,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-03-05,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-03-06,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-03-07,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-03-08,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-03-09,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-03-10,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-03-11,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-03-12,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-03-13,"MOR",0,0,0,0,NA,0,"MORELOS"
2020-03-14,"MOR",0,0,0,0,0,0,"MORELOS"
2020-03-15,"MOR",0,0,0,0,0,0,"MORELOS"
2020-03-16,"MOR",0,0,0,0,1,0,"MORELOS"
2020-03-17,"MOR",0,0,0,0,1,0,"MORELOS"
2020-03-18,"MOR",0,0,0,0,1,0,"MORELOS"
2020-03-19,"MOR",0,0,0,0,4,0,"MORELOS"
2020-03-20,"MOR",0,2,0,0,10,2,"MORELOS"
2020-03-21,"MOR",0,2,0,0,6,2,"MORELOS"
2020-03-22,"MOR",0,2,0,0,2,2,"MORELOS"
2020-03-23,"MOR",0,2,0,NA,2,2,"MORELOS"
2020-03-24,"MOR",0,2,0,NA,13,2,"MORELOS"
2020-03-25,"MOR",0,2,0,NA,13,2,"MORELOS"
2020-03-26,"MOR",0,3,1,NA,21,4,"MORELOS"
2020-03-27,"MOR",0,3,1,NA,26,4,"MORELOS"
2020-03-28,"MOR",0,3,1,NA,25,4,"MORELOS"
2020-03-29,"MOR",1,3,3,NA,17,6,"MORELOS"
2020-03-30,"MOR",1,3,3,NA,16,6,"MORELOS"
2020-03-31,"MOR",1,4,3,NA,34,7,"MORELOS"
2020-01-23,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-01-24,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-01-25,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-01-26,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-01-27,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-01-28,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-01-29,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-01-30,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-01-31,"NAY",0,0,0,0,NA,0,"NAYARIT"
